"
","27
","27
","26
","27
","29
","28
","27
","30
","36
","37
","38
","41
","41
","42
","43
","47
","49
","51
","48
","47
","53
","59
","64
","66
","70
","72
","75
","80
","83
","85
","86
","89
","91
","91
","92
","96
","98
","100
","101
","103
","104
","106
","107
","108
","113
","116
","115
","115
","117
","118
","120
","121
","121
","119
","117
","117
","116
","113
","113
","114
","113
","112
","110
","109
","111
","110
","108
","108
","108
","105
","102
","105
","104
","102
","98
","98
","99
","97
","94
","96
","97
","96
","93
","93
","95
","95
","92
","91
","89
","88
","86
","85
","86
","84
","84
","82
","81
","78
","76
","75
","77
","74
","73
","73
","75
","72
","70
","68
","71
","72
","69
","66
","66
","67
","67
","64
","61
","63
","65
","65
","62
","59
","57
","60
","61
","60
","58
","56
","54
","52
","50
","49
","47
","48
","47
","46
","45
","44
","45
","44
","42
","41
","40
","39
","43
","46
","47
","46
","44
","43
","42
","40
","40
","39
","39
","39
","40
","41
","40
","41
","40
","39
","38
","36
","35
","35
","34
","35
","34
","34
","33
","33
","35
","35
","35
","33
","33
","33
","32
","31
","30
","32
","32
","32
","33
","32
","31
","32
","31
","30
","31
","31
","32
","34
","34
","34
","33
","32
","31
","31
","32
","31
","32
","33
","31
","32
","32
","32
","31
","31
","31
","31
","30
","30
","29
","29
","30
","31
","32
","33
","32
","33
","34
","33
","33
","35
","37
","40
","38
","37
","37
","37
","37
","37
","36
","35
","34
","33
","33
","33
","33
","31
","31
","30
","30
","30
","31
","31
","30
","30
","29
","29
","28
","27
","26
","26
","25
","24
","25
","25
","27
","25
","24
","24
","24
","23
","22
","22
","22
","24
","27
","27
","27
","27
","28
","28
","29
","30
","29
","30
","30
","29
","29
","28
","27
","28
","27
","27
","26
","26
","26
","25
","24
","24
","24
","26
","28
","27
","27
","27
","30
","30
","29
","28
","28
","27
","27
","27
","26
","25
","26
","25
","24
","26
","26
","25
","24
","25
","25
","24
","24
","23
","23
","25
","25
","28
","28
","27
","26
","26
","26
","25
","28
","27
","26
","25
","26
","27
","28
","28
","28
","28
","28
","28
","30
","30
","29
","30
","30
","30
","31
","30
","30
","28
","27
","29
","28
","28
","28
","27
","27
","28
","27
","28
","27
","27
","29
","28
","28
","27
","27
","27
","26
","25
","24
","25
","26
","25
","26
","26
","26
","25
","25
","25
","27
","27
","26
","26
","25
","26
","26
","25
","25
","25
","25
","25
","25
","25
","25
","25
","25
","25
","24
","24
","24
","24
","23
","24
","24
","23
","24
","24
","25
","26
","25
","25
","24
","24
","27
","27
","27
","26
","26
","27
","26
","25
","25
","24
","23
","23
","22
","22
","21
","22
","22
","22
","21
","23
","24
","23
","23
","23
","24
","23
","23
","23
","24
","24
","24
","23
","23
","23
","23
","22
","22
","21
","22
","23
","24
","23
","22
","23
","23
","24
","24
","24
","24
","23
","22
","22
","21
","21
","22
","22
","22
","22
","22
","21
","21
","22
","22
","22
","24
","23
","22
","22
","22
","21
","21
","20
","20
","21
","22
","22
","22
","21
","22
","24
","22
","22
","21
","21
","20
","19
","20
","23
","22
","21
","21
","20
","22
","24
","24
","26
","25
","24
","24
","23
","23
","23
","23
","23
","23
","22
","23
","23
","23
","22
","22
","23
","24
","25
","24
","24
","24
","23
","23
","23
","22
","23
","22
","23
","22
","22
","23
","22
","22
","23
","23
","23
","23
","22
","23
","24
","25
","24
","24
","25
","26
","25
","25
","23
","24
","27
","28
","28
","27
","27
","26
","26
","25
","25
","25
","26
","25
","26
","27
","27
","28
","29
","29
","29
","30
","31
","31
","30
","30
","31
","29
","30
","28
","29
","28
","28
","27
","27
","26
","27
","27
","27
","26
","25
","26
","25
","25
","24
","25
","25
","26
","25
","24
","25
","27
","26
","26
","26
","25
","27
","26
","26
","25
","24
","25
","24
","23
","23
","25
","26
","25
","25
","26
","27
","27
","27
","28
","28
","28
","27
","26
","26
","26
","26
","26
","26
","26
","27
","26
","25
","25
","25
","26
","25
","24
","25
","24
","23
","23
","22
","23
","26
","27
","27
","26
","26
","26
","25
","25
","24
","24
","25
","26
","25
","24
","27
","27
","26
","25
","25
","25
","27
","27
","26
","25
","25
","26
","25
","25
","26
","26
","26
","26
","25
","25
","26
","26
","24
","24
","24
","25
","25
","24
","25
","24
","24
","23
","23
","23
","24
","23
","24
","25
","27
","28
","29
","29
","28
","27
","28
","27
","28
","28
","28
","28
","27
","28
","27
","28
","28
","28
","26
","26
","26
","27
","27
","26
","25
","26
","26
","25
","25
","25
","26
","26
","25
","24
","24
","24
","23
","22
","22
","23
","23
","22
","22
","21
","22
","21
","22
","23
","23
","24
","22
","22
","23
","23
","22
","23
","22
","23
","25
","25
","25
","24
","24
","25
","25
","26
","24
","24
","24
","24
","23
","22
","22
","21
","22
","22
","22
","21
","23
","24
","25
","25
","24
","25
","24
","24
","24
","24
","26
","25
","25
","24
","23
","24
","23
","22
","23
","25
","25
","25
","25
","25
","25
","25
","25
","23
","24
","25
","25
","25
","25
","26
","27
","26
","26
","27
","28
","27
","26
","26
","25
","25
","25
","24
","23
","23
","25
","25
","25
","24
","24
","25
","24
","23
","24
","23
","23
","22
","21
","20
","21
","21
","21
","21
","22
","22
","23
","23
","23
","23
","25
","25
","24
","25
","25
","26
","26
","25
","24
","24
","23
","23
","23
","22
","22
","22
","24
","24
","25
","26
","26
","25
","24
","25
","25
","24
","24
","23
","23
","24
","25
","25
","25
","24
","24
","24
","24
","24
","24
","26
","26
","24
","25
","25
","24
","25
","23
","23
","24
","23
","23
","22
","24
","25
","27
","25
","24
","24
","27
","28
","28
","27
","26
","26
","26
","27
","27
","29
","29
","28
","28
","27
","28
","28
","27
","26
","26
","26
","26
","26
","26
","25
","26
","27
","27
","26
","28
","28
","28
","27
","26
","25
","26
","25
","25
","24
","26
","26
","26
","26
","26
","27
","26
","25
","25
","24
","25
","26
","26
","26
","25
","26
","26
","26
","24
","24
","25
","24
","24
","23
","23
","23
","22
","21
","21
","20
","21
","20
","20
","19
","19
","19
","20
","19
","21
","21
","21
","22
","22
","24
","24
","23
","23
","22
","22
","23
","23
","24
","24
","24
","24
","29
","37
","38
","48
","74
","97
","96
","100
","99
","96
","100
","100
","107
","113
","112
","113
","116
","116
","115
","114
","114
","113
","112
","111
","110
","109
","108
","107
","106
","104
","103
","102
","101
","99
","99
","97
","96
","95
","94
","93
","92
","91
","90
","89
","87
","87
","85
","84
","83
","82
","81
","80
","80
","79
","78
","76
","76
","75
","74
","73
","72
","71
","71
","69
","68
","68
","66
","65
","65
","63
","63
","62
","61
","61
","60
","59
","58
","57
","57
","56
","55
","54
","54
","53
","52
","52
","51
","50
","50
","49
","48
","48
","47
","47
","46
","46
","45
","44
","44
","43
","43
","42
","42
","41
","41
","40
","40
","39
","39
","38
","38
","38
","37
","37
","36
","36
","36
","36
","35
","34
","34
","33
","34
","33
","33
","31
","32
","31
","31
","31
","31
","30
","30
","29
","29
","29
","28
","29
","28
","28
","27
","27
","27
","27
","27
","26
","25
","27
","26
","25
","26
","25
","25
","24
","24
","24
","24
","23
","23
","23
","23
","23
","23
","22
","23
","22
","23
","22
","22
","22
","22
","21
","21
","22
","21
","21
","20
","20
","20
","20
","20
","20
","19
","20
","20
","19
","20
","19
","19
","19
","19
","18
","19
","18
","18
","19
","18
","19
","18
","17
","18
","18
","17
","18
","18
","18
","17
","17
","17
","17
","17
","17
","17
","17
","17
","17
","16
","16
","16
","17
","16
","16
","16
","16
","16
","16
","16
","16
","16
","16
","16
","16
","15
","15
","15
","15
","15
","14
","15
","15
","15
","15
","15
","14
","15
","15
","15
","15
","14
","14
","14
","14
","14
","14
","14
","14
","14
","14
","14
","14
","14
","14
","14
","14
","14
","13
","14
","14
","14
","13
","13
","13
","13
","13
","13
","13
","13
","13
","13
","14
","13
","12
","13
","13
","12
","12
","13
","12
","12
","13
","12
","12
","13
","12
","12
","12
","12
","12
","12
","12
","12
","12
","12
","12
","12
","12
","11
","12
","12
","12
","12
","12
","11
","12
","11
","11
","12
","12
","11
","12
","11
","11
","12
","12
","11
","11
","11
","11
","12
","11
","11
","11
","11
","12
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","11
","10
","10
","10
","11
","10
","10
","11
","10
","10
","10
","10
","11
","10
","10
","10
","10
","10
","10
","10
","10
","10
","11
","10
","10
","11
","10
"
Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Flex,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not
